baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene,cell_state,tissue,contrast,contrast_label,dataset,n_ctrl,n_stim,is_sig
6.963766105631802,-1.1459049641950014,0.3424464374323991,-3.34623123191699,0.000819180516159078,0.003410533904606189,ENSG00000188976	NOC2L,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
2.7583857161643697,1.9752124363017127,0.5919622779914291,3.3367201082537754,0.0008477327289940363,0.003515091860961752,ENSG00000187583	PLEKHN1,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
173.48383384451316,7.122292887989339,0.3884070066816834,18.337189508598055,4.1784806994685357e-75,8.00962519079375e-73,ENSG00000188290	HES4,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
18600.54600058334,7.238028924341989,0.4571545392002936,15.832783673117557,1.8485869842562268e-56,1.8487879176240806e-54,ENSG00000187608	ISG15,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
1.864497787480343,1.7022147910508345,0.6882821424981819,2.473135195506443,0.013393346538469434,0.038295284165926924,ENSG00000188157	AGRN,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
27.03515283977775,-0.6396921222869261,0.19267847216153486,-3.319997896550844,0.0009001812636849475,0.0037041895380881943,ENSG00000078808	SDF4,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
24.72265174319857,-0.7285939809997227,0.18967880553554511,-3.841198698729611,0.00012243495485897147,0.0006203326099435002,ENSG00000160087	UBE2J2,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
4.510854179985499,-2.8919121057097046,0.5746818842756304,-5.032196393931705,4.848921434030925e-07,3.8002492431446796e-06,ENSG00000169972	PUSL1,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
10.729329802281907,-0.8753933110585067,0.2853421223834251,-3.0678727127507917,0.0021558842684937054,0.007995280594280767,ENSG00000127054	CPSF3L,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
106.579531962164,-0.5067478697997734,0.10130100139148608,-5.002397437725264,5.662170715570323e-07,4.407583143313244e-06,ENSG00000175756	AURKAIP1,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
10.024922770638595,-0.6217744629014665,0.26187046155534655,-2.3743589071043587,0.017579453398996168,0.04823994951510997,ENSG00000221978	CCNL2,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
49.038302029514185,-0.7847899900213765,0.1491196425349366,-5.262821025322077,1.4186166091726388e-07,1.2007995787486155e-06,ENSG00000242485	MRPL20,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
69.77812657971495,-0.9941756761438681,0.13267083200326782,-7.493551228497464,6.703465172825461e-14,1.0652605018163569e-12,ENSG00000160075	SSU72,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
2.0071963214399586,-1.725753611672362,0.6734947328638763,-2.5623862035772795,0.010395564845346804,0.03110555842017429,ENSG00000272106	RP11-345P4.9,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
67.76284565532062,3.6501400662828614,0.19017288818533729,19.19379834377619,4.170164025085318e-82,1.0962765484231433e-79,ENSG00000008130	NADK,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
55.01418459427357,0.6013838272086671,0.14534443213647086,4.13764613042761,3.5088697570914525e-05,0.00020115333728971,ENSG00000078369	GNB1,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
26.22515227744144,-0.8351325501780769,0.21208151690693625,-3.937790347588576,8.223539608068624e-05,0.00043385772897843697,ENSG00000162585	C1orf86,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
7.578995285892903,-2.0819976330123775,0.4157333932405394,-5.008011545052272,5.499523671395e-07,4.28459926337895e-06,ENSG00000157933	SKI,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
34.037856188975006,0.5578557558730939,0.15503158965500952,3.598336036639279,0.00032025965553760536,0.0014682157900356289,ENSG00000157873	TNFRSF14,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
3.2180428607467872,-1.1106740182820902,0.4675276267871378,-2.3756329137481598,0.017518881672486487,0.04808807585577212,ENSG00000158109	TPRG1L,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
9.981864713798592,0.6688317314807617,0.2670609174776807,2.5044163623704265,0.012265360051567925,0.035701859485756555,ENSG00000198912	C1orf174,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
7.235309463271507,-1.8624958251774641,0.37498577810545924,-4.966843901620355,6.805132098810422e-07,5.209153114904717e-06,ENSG00000069424	KCNAB2,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
85.23770811767689,-0.6315906775797351,0.14787938503964612,-4.270985285815242,1.946112497118064e-05,0.00011671480304101942,ENSG00000116251	RPL22,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
3.3210321830053555,-1.238402148118578,0.5105865181319417,-2.4254501522082106,0.015289415287630044,0.04282432574169986,ENSG00000204859	ZBTB48,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
6.003425016525606,1.1108141117329293,0.3562632910636362,3.1179583740344285,0.0018210852194967119,0.006921026478558135,ENSG00000041988	THAP3,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
73.0609712236673,0.5395438887618812,0.13953068066554483,3.8668476795807254,0.00011025124145547437,0.0005655721283834711,ENSG00000171735	CAMTA1,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
103.39237051520854,-1.6747130909759997,0.12978428392534502,-12.903820403550048,4.283241858614345e-38,2.2016820302296418e-36,ENSG00000116288	PARK7,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
7.669731579499765,2.618904474383457,0.38696544013758716,6.7677994020662275,1.3075587112752374e-11,1.692102349148166e-10,ENSG00000142599	RERE,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
279.60291856089844,-1.2827106948986535,0.0892959506208284,-14.36471291229481,8.616301134176686e-47,6.145626878725556e-45,ENSG00000074800	ENO1,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
11.84138634877257,2.8936549417110453,0.34242937286718156,8.450370122990034,2.903807792913051e-17,5.795647614445332e-16,ENSG00000171621	SPSB1,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
12.703137036160769,-1.2865170259708314,0.2793283162643088,-4.605752267355132,4.109774240151388e-06,2.7790028863410028e-05,ENSG00000171612	SLC25A33,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
5.612078310285236,-0.9589024897936338,0.37707500457029236,-2.543001997404684,0.010990460084014261,0.03258885698775869,ENSG00000171603	CLSTN1,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
18.42391867449662,-1.0461695601480292,0.2585370119920153,-4.04649822509877,5.198951872652363e-05,0.0002878192309282454,ENSG00000178585	CTNNBIP1,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
7.7732369563665245,0.7348193233550802,0.2992209216277367,2.4557752157092647,0.014058106123052697,0.0399594174971294,ENSG00000054523	KIF1B,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
80.39784807367255,-0.7321921423960552,0.16641126873755352,-4.399895199109336,1.0830317007371338e-05,6.81509658598288e-05,ENSG00000142657	PGD,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
2.101812660986896,-1.575711219085016,0.6313959017598002,-2.495599377020439,0.012574452763979303,0.0364147253609767,ENSG00000175279	APITD1,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
6.276454628024133,-1.246678621179351,0.3693872241686753,-3.374991173517343,0.0007381805836277214,0.0031113144983777666,ENSG00000160049	DFFA,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
4.010241576626127,-1.2520788034547876,0.4712763053052858,-2.6567828455617124,0.007889024151283513,0.024593760395942,ENSG00000116649	SRM,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
70.14859362025659,2.827718749794455,0.18666084668880606,15.148965623780338,7.696845014051684e-52,6.744635330884719e-50,ENSG00000116663	FBXO6,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
26.4454375489945,-0.6649063814321509,0.20438586558875196,-3.2531916016639792,0.0011411652213738786,0.004599150767350441,ENSG00000116670	MAD2L2,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
5.93070394315918,-0.9232920087759745,0.35177083641038054,-2.6246974257378457,0.008672599804332617,0.026679011029028584,ENSG00000116685	KIAA2013,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
16.97617198714131,1.2328173108247737,0.24893146233255461,4.952436703954352,7.328989929376035e-07,5.582287776505704e-06,ENSG00000116691	MIIP,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
66.70723865814583,-0.5501606340023946,0.16260126445798137,-3.3834954225990317,0.0007156940051168658,0.003024850960532973,ENSG00000028137	TNFRSF1B,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
2.2473185098359445,-2.8502162286591215,0.8013459012899353,-3.5567864315161493,0.00037541911504833364,0.0016949123049851413,ENSG00000162496	DHRS3,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
3.377690718225066,-4.324965219311423,1.1487631880025297,-3.764888416063955,0.0001666234734952703,0.000819402768375191,ENSG00000162493	PDPN,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
10.354484432127363,-1.0148810661204757,0.3001991808945008,-3.380692322665384,0.0007230345552226194,0.003051670157157487,ENSG00000065526	SPEN,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
43.30742074084405,0.7248510339419456,0.1561214756360723,4.642865633883791,3.436098236117866e-06,2.3558524493681434e-05,ENSG00000055070	SZRD1,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
