baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene,cell_state,tissue,contrast,contrast_label,dataset,n_ctrl,n_stim,is_sig
0.803611128066744,0.3745818054698764,0.850207958162217,0.44057668700203745,0.6595194833716604,0.7625331448231525,ENSG00000225880	LINC00115,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,False
6.963766105631802,-1.1459049641950014,0.3424464374323991,-3.34623123191699,0.000819180516159078,0.003410533904606189,ENSG00000188976	NOC2L,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
0.24717562389378292,-0.8259556047814094,1.7421815805044587,-0.47409272031348715,0.6354337895407465,,ENSG00000187961	KLHL17,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,False
2.7583857161643697,1.9752124363017127,0.5919622779914291,3.3367201082537754,0.0008477327289940363,0.003515091860961752,ENSG00000187583	PLEKHN1,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
0.2271282741431652,1.4237976478919414,2.0510397876705846,0.6941833388366311,0.4875672398625034,,ENSG00000272512	RP11-54O7.17,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,False
173.48383384451316,7.122292887989339,0.3884070066816834,18.337189508598055,4.1784806994685357e-75,8.00962519079375e-73,ENSG00000188290	HES4,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
18600.54600058334,7.238028924341989,0.4571545392002936,15.832783673117557,1.8485869842562268e-56,1.8487879176240806e-54,ENSG00000187608	ISG15,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
1.864497787480343,1.7022147910508345,0.6882821424981819,2.473135195506443,0.013393346538469434,0.038295284165926924,ENSG00000188157	AGRN,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
0.3082675489641855,-0.9036927061195729,1.450985309825432,-0.6228131325659638,0.5334073273406488,,ENSG00000131591	C1orf159,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,False
2.343496741134044,-0.7553559602726622,0.5706131387825477,-1.323761948216403,0.18558211731688,0.3123931689412025,ENSG00000186891	TNFRSF18,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,False
3.1584746313133008,-0.5357949624532258,0.5413228494554739,-0.9897881883097882,0.32227765934297237,0.4679306838590324,ENSG00000186827	TNFRSF4,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,False
27.03515283977775,-0.6396921222869261,0.19267847216153486,-3.319997896550844,0.0009001812636849475,0.0037041895380881943,ENSG00000078808	SDF4,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
1.707570123736292,-0.5312296078991452,0.7833314210043677,-0.6781671124822443,0.49766574217360293,0.6288138552237462,ENSG00000176022	B3GALT6,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,False
24.72265174319857,-0.7285939809997227,0.18967880553554511,-3.841198698729611,0.00012243495485897147,0.0006203326099435002,ENSG00000160087	UBE2J2,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,True
0.8224217629078054,-2.0963278881197542,1.074095625674598,-1.9517143893060098,0.05097212326469627,0.1140712361618303,ENSG00000131584	ACAP3,CD14+ Monocytes,PBMC,stim_vs_ctrl,IFNb_stim_vs_ctrl,kang_pbmc,8,8,False
